Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
5:8	wz0p		rc://*/ta/man/translate/figs-possession	אֶ֥בֶן הָ⁠עֹפֶ֖רֶת	1	Zechariah is using the possessive form to describe a **stone** that is made of **lead**. If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [the lead stone]
5:9	lb8q		rc://*/ta/man/translate/writing-newevent	וָ⁠אֶשָּׂ֨א עֵינַ֜⁠י וָ⁠אֵ֗רֶא	1	Zechariah is using the word translated as **And** to introduce a new event in the story. Use a word, phrase, or other method in your language that is natural for introducing a new event.
5:9	lzgf		rc://*/ta/man/translate/translate-unknown	הַ⁠חֲסִידָ֑ה	1	A **stork** is a kind of large bird with long legs, a long beak, and large, powerful wings. If your readers would not be familiar with what a stork is, you could use the name of a similar large bird that your readers would recognize, or you could use a more general term. Alternate translation: [a large bird]
5:9	snbr		rc://*/ta/man/translate/figs-idiom	וָ⁠אֶשָּׂ֨א עֵינַ֜⁠י	1	See how you translated the similar expression in [5:1](../05/01.md).
5:9	gd7p		rc://*/ta/man/translate/figs-metaphor	וְ⁠הִנֵּה֩	1	See how you translated the similar expression in [5:1](../05/01.md).
5:9	vwuv		rc://*/ta/man/translate/figs-idiom	בֵּ֥ין הָ⁠אָ֖רֶץ וּ⁠בֵ֥ין הַ⁠שָּׁמָֽיִם	1	Zechariah is using **between the earth and between the heavens** as a common expression of the culture to mean “in the air between the ground and the sky.” If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [in the air between the ground and the sky]
5:9	nf5n		rc://*/ta/man/translate/figs-simile	כְנָפַ֖יִם כְּ⁠כַנְפֵ֣י הַ⁠חֲסִידָ֑ה	1	The point of this comparison is that just as **the wings of the stork** are large and powerful, so the wings of these two women are large and powerful. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [wings as large and powerful as those of a stork]
5:11	t6zq		rc://*/ta/man/translate/grammar-connect-logic-goal	וַ⁠יֹּ֣אמֶר אֵלַ֔⁠י לִ⁠בְנֽוֹת־לָ֥⁠הֿ בַ֖יִת בְּ⁠אֶ֣רֶץ שִׁנְעָ֑ר וְ⁠הוּכַ֛ן וְ⁠הֻנִּ֥יחָה שָּׁ֖ם עַל־מְכֻנָתָֽ⁠הּ	1	Here, **To build** marks building a house for the woman in the land of Shinar as the goal or purpose of taking the ephah there. Use a connector in your language that makes it clear that this is the purpose.
5:11	x4t2		rc://*/ta/man/translate/writing-pronouns	לָ֥⁠הֿ	1	The pronoun **her** refers to the woman who represents wickedness. It may be helpful to clarify this for your readers. Alternate translation: [for the woman who represents wickedness]
5:11	qwm6		rc://*/ta/man/translate/writing-pronouns	עַל־מְכֻנָתָֽ⁠הּ	1	The pronoun **her** refers to the ephah, that is, the measuring basket. It may be helpful to clarify this for your readers. Alternate translation: [on the base of the measuring basket]
5:11	t7y2		rc://*/ta/man/translate/translate-unknown	עַל־מְכֻנָתָֽ⁠הּ	1	A **base** is a kind of platform or pedestal on which something is placed for support or display. If your readers would not be familiar with what a base is, you could use the name of a similar thing that your readers would recognize, or you could use a more general term. Alternate translation: [on her stand]
5:11	ze5i		rc://*/ta/man/translate/figs-activepassive	וְ⁠הוּכַ֛ן	1	The expression **it will be established** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [they will establish it]
5:11	w422		rc://*/ta/man/translate/figs-activepassive	וְ⁠הֻנִּ֥יחָה	1	The expression **she will be set down** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. If you need to say who does the action, the context indicates that it is the two women. Alternate translation: [they will set her down]
6:intro	z96r				0	# Zechariah 6 General Notes\n\n## Structure and Formatting\n\nThis chapter is written mainly in prose and tells the last vision of the four chariots in the first part of the chapter.\n\nSome translations set each line of poetry farther to the right than the rest of the text to make it easier to read. The ULT does this with the poetic song in 6:12–13.\n\n## Translation Issues in This Chapter\n\n### Meaning of the visions\n\nThe visions are stated and even when the prophet asked for an explanation, their true meaning is often obscure. This uncertainty should remain in your translation. (See: [[rc://*/tw/dict/bible/kt/prophet]])
6:1	wvi1		rc://*/ta/man/translate/figs-synecdoche	lifted my eyes	0	Here the word “eyes” represents the person who sees. Alternate translation: [looked up]
6:1	zj81			between two mountains; and the two mountains were made of bronze	0	Since the second phrase describes the mountains in the first phrase, the two phrases may be combined. Alternate translation: [between two bronze mountains]
6:2	tw1y		rc://*/ta/man/translate/figs-explicit	The first chariot had red horses	0	It is implicit that the horses were pulling the chariots. Alternate translation: [The first chariot had red horses pulling it] or [Red horses were pulling the first chariot]
6:5	j43m		rc://*/ta/man/translate/writing-symlanguage	These are the four winds of heaven	0	The chariots symbolize the four winds of heaven, but they are not literally the four winds. Alternate translation: [These chariots represent the four winds of heaven]
6:5	cai5			the four winds of heaven	0	This phrase refers to the four directions from which the wind blows: north, east, south, and west. However, some modern versions interpret this Hebrew expression to mean “four spirits.”
6:5	u5ms		rc://*/ta/man/translate/figs-idiom	standing before the Lord of all the earth	0	The idiom to “stand before” means to be in a person’s presence and to serve him. See how you translated this in [Zechariah 4:14](../04/14.md). Alternate translation: [serving the Lord of all the earth]
6:6	v88q			the white horses are going out to the west country	0	Some modern versions interpret this Hebrew phrase to mean “the white horses are going out after them,” that is, following the black horses to the north country.
6:6	g5r6		rc://*/ta/man/translate/figs-metonymy	the white horses are … the spotted gray horses are	0	Here the horses represent the chariots that they pull. Alternate translation: [the chariot with the white horses is … the chariot with the spotted gray horses is]
6:8	ny4a			he called out to me	0	Alternate translation: [the angel called out to me]
6:8	n3x1			Look at the ones	0	Alternate translation: [Look at the black horses]
6:10	fez9		rc://*/ta/man/translate/translate-names	Heldai, Tobijah, and Jedaiah	0	These are the names of men.
6:10	m87p			this same day	0	Alternate translation: [today]
6:11	f66i		rc://*/ta/man/translate/translate-names	Jehozadak	0	This is the name of a man.
6:11	x4hk			take the silver and gold, make a crown	0	Alternate translation: [make a crown with the silver and gold]
6:12	wn66			Speak to him and say	0	Alternate translation: [Speak to Joshua and say]
6:12	ihw2		rc://*/ta/man/translate/figs-metaphor	his name is Branch	0	The word “Branch” refers to a messianic figure that would serve as king over Yahweh’s people. Yahweh speaks of this person as if he were a branch that grows out from a tree. Since the word “Branch” is a title, it should be translated with an equivalent word in your language. See how you translated this name in [Zechariah 3:8](../03/08.md).
6:12	w53q		rc://*/ta/man/translate/figs-metaphor	He will grow up where he is	0	The phrase “grow up” refers to the growth of a plant, and so continues the metaphor of this person as a “Branch.” This likely refers to this person appearing or coming into power as the one who would supervise the rebuilding of the temple.
6:13	lm52			He will be a priest on his throne	0	This could mean: (1) the “Branch” will be both priest and king or (2) the “Branch” will be king, and another person will be a priest who will share the royal power. Alternate translation: [There will be a priest upon his throne]
6:14	ea75		rc://*/ta/man/translate/figs-activepassive	The crown will given	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: [You will give the crown]
6:14	xn98		rc://*/ta/man/translate/translate-names	Heldai, Tobijah, Jedaiah … Hen	0	These are the names of men. See how you translated these in [Zechariah 6:10](../06/10.md).
6:15	e6jp		rc://*/ta/man/translate/figs-explicit	those who are far off	0	This refers to the Israelites who remain in Babylon.
6:15	u2bz		rc://*/ta/man/translate/figs-you	so you will know	0	The word “you” is plural and refers to the people of Israel.
6:15	zqz3		rc://*/ta/man/translate/figs-metonymy	truly listen to the voice of Yahweh your God	0	Here to “listen” means to obey and the word “voice” represents the words that Yahweh speaks. Alternate translation: [truly obey what Yahweh your God says]
7:intro	meb2				0	# Zechariah 7 General Notes\n\n## Structure and Formatting\n\nThis chapter starts about two years after the previous chapter and is written in prose.\n\nSome translations prefer to set apart quotations. The ULT and many other English translations set the lines of 7:4–14, which is an extended quotation, farther to the right on the page than the rest of the text.
7:1	v1rz		rc://*/ta/man/translate/translate-ordinal	on the fourth day	0	“on day 4”
7:1	vut4		rc://*/ta/man/translate/translate-hebrewmonths	Kislev (which was the ninth month)	0	“Kislev” is the ninth month of the Hebrew calendar. The fourth day of Kislev is near the end of November on Western calendars.
7:2	sb2z		rc://*/ta/man/translate/translate-names	Sharezer and Regem-Melek	0	These are the names of men.
7:2	y9hy			beg	0	Here the word “beg” means to plead or ask urgently.
7:2	b1wi		rc://*/ta/man/translate/figs-metonymy	before the face of Yahweh	0	Here “face” is a metonym for Yahweh’s presence. Alternate translation: [in the presence of Yahweh]
7:3	kg2p			They spoke … they said	0	The word “they” refers to Sharezer and Regem Melek.
7:3	i8ej			by means of a fast	0	Alternate translation: [by fasting]
7:5	wdh2		rc://*/ta/man/translate/translate-ordinal	in the fifth and in the seventh month	0	“in months 5 and 7”
7:5	v5v5		rc://*/ta/man/translate/figs-ellipsis	in the fifth	0	The word “month” can be supplied in translation. Alternate translation: [in the fifth month]
7:5	tfh8		rc://*/ta/man/translate/figs-explicit	in the seventh month	0	The assumed knowledge is that the Jews mourned during a part of the seventh month of the Hebrew calendar because in this month the remaining Jews in Jerusalem fled to Egypt after the murder of Gedaliah, whom the king of Babylon appointed as governor over Judah.
7:5	d7zd		rc://*/ta/man/translate/figs-explicit	for these seventy years	0	The assumed knowledge is that the people of Israel had been slaves in Babylon for 70 years.
7:5	n3dw		rc://*/ta/man/translate/figs-rquestion	were you truly fasting for me?	0	This question is asked to make the people think about what their real reason for fasting had been. If it would be helpful in your language, you could express this question as a statement. Alternate translation: [you were not really fasting for me.]
7:6	p43p			When you ate and drank	0	This could mean: (1) when they feasted and drank when celebrating religious festivals or (2) when they ate and drank whenever they were not fasting.
7:6	ax5v		rc://*/ta/man/translate/figs-rquestion	did you not eat and drink for yourselves?	0	This question is used to make the people think about whether they were honoring Yahweh when they ate and drank. If it would be helpful in your language, you could express this question as a statement. Alternate translation: [it was for yourselves that you ate and drank.]
7:7	qy27		rc://*/ta/man/translate/figs-rquestion	Were these not the same words … to the west?	0	Yahweh uses a question to scold the people. If it would be helpful in your language, you could express this question as a statement. Alternate translation: [These are the same words … to the west.]
7:7	dqw4		rc://*/ta/man/translate/figs-metonymy	by the mouth of the former prophets	0	Here “mouth” is a metonym for the words spoken by the mouth. Alternate translation: [by the words of the former prophets] or [through the former prophets]
7:7	n812			you still inhabited Jerusalem	0	Alternate translation: [you still lived in Jerusalem]
7:7	vp7q			foothills	0	hills at the base of a mountain or mountain range
7:9	v17g		rc://*/ta/man/translate/figs-abstractnouns	Judge with true justice, covenant faithfulness, and mercy	0	The abstract nouns “justice,” “faithfulness,” and “mercy” can be stated as adjectives. Alternate translation: [When you judge, be just, faithful to the covenant, and merciful]
7:9	k9pm			Let each man do this	0	The word “this” refers to how a person should judge.
7:10	b2r9			widow	0	a woman whose husband has died
7:10	za7v			orphan	0	a child whose parents have died
7:10	ht31			foreigner	0	someone who travels from his own land to a different land
7:10	jdb5		rc://*/ta/man/translate/figs-metonymy	let none of you plot any harm against another in your heart	0	Here “heart” represents the thoughts of a person. Alternate translation: [you must not make plans to do evil]
7:11	l8vz		rc://*/ta/man/translate/figs-metaphor	set their shoulders stubbornly	0	This is an image of an ox refusing to allow its owner to put a yoke on its shoulders. This metaphor represents the people being stubborn. Alternate translation: [became stubborn]
7:11	if1l		rc://*/ta/man/translate/figs-metaphor	They stopped up their ears so they would not hear	0	This is an image of people putting something into their ears so they would not hear the message from Yahweh. This metaphor represents the people not being willing to hear and obey. Alternate translation: [They refused to listen]
7:12	ieh1		rc://*/ta/man/translate/figs-simile	They made their hearts as hard as rock so they would not hear the law or the words of Yahweh of hosts	0	The people refusing to hear and obey Yahweh are compared to their being as unyielding as rock. Alternate translation: [They stubbornly refused to hear the law or the words of Yahweh of hosts]
7:12	j76s			in earlier times	0	Alternate translation: [in the past]
7:12	z4q7		rc://*/ta/man/translate/figs-metonymy	by the mouth of the prophets	0	Here the “mouth of the prophets” is a metonym for the words that the prophets speak. Alternate translation: [through the words of the prophets]
7:14	hga8		rc://*/ta/man/translate/figs-metaphor	I will scatter them with a whirlwind	0	Yahweh speaks of how he will scatter the people as if a whirlwind were scattering everything in its path. Alternate translation: [I will scatter them as a whirlwind scatters things]
7:14	x4q6			whirlwind	0	a strong wind that spins very quickly as it moves and can cause damage
7:14	c1xg			delightful land	0	Alternate translation: [pleasant land] or [fruitful land]
8:intro	uri7				0	# Zechariah 8 General Notes\n\n## Structure and Formatting\n\nThis chapter is a series of sayings from Yahweh of hosts. Each saying is an encouraging note for those returning from the exile to the land of Judah and Jerusalem. (See: [[rc://*/tw/dict/bible/kt/yahwehofhosts]])
8:2	rx8t			I am passionate for Zion	0	Alternate translation: [I have a strong desire to protect Zion]
8:2	vc1c		rc://*/ta/man/translate/figs-metonymy	for Zion	0	Here “Zion” represents the people of Zion. Alternate translation: [for the people of Zion] or [for the people of Jerusalem]
8:2	w6qx		rc://*/ta/man/translate/figs-explicit	with great anger	0	The implied information is that this anger is against the enemies of Zion. Alternate translation: [with great anger against her enemies]
8:3	m9ri		rc://*/ta/man/translate/figs-explicit	the mountain of Yahweh of hosts	0	The implied information is that this refers to Mount Zion, the location upon which the city of Jerusalem was built.
8:4	nus3			be in the streets of Jerusalem	0	Alternate translation: [be living in Jerusalem]
8:4	z297		rc://*/ta/man/translate/figs-explicit	in his hand because he has grown so old	0	People having the opportunity to grow old implies the city will be peaceful and prosperous for a long time.
8:5	y52e			The streets of the city will be full	0	The public areas of the city will be full of people in their normal activities.
8:6	n3ga		rc://*/ta/man/translate/figs-metaphor	If something seems impossible in the eyes of	0	The eyes represent seeing, and seeing represents thoughts or judgment. Alternate translation: [If something does not appear to be possible to]
8:6	d5cx			the remnant of this people	0	Alternate translation: [the people of Judah who survive]
8:6	c478		rc://*/ta/man/translate/figs-metaphor	in my eyes	0	The eyes represent seeing, and seeing represents thoughts or judgment. Alternate translation: [to me]
8:7	f4bz		rc://*/ta/man/translate/figs-explicit	I am about to rescue my people	0	The implied information is that the people are in exile. “I am about to rescue my people of Judah who went into exile”
8:7	x6hq		rc://*/ta/man/translate/figs-merism	from the land of the sunrise and from the land of the setting sun	0	This is a merism that means from all directions. Alternate translation: [from all lands in every direction]
8:8	bcy7		rc://*/ta/man/translate/figs-abstractnouns	I will be their God in truth and in righteousness	0	This can be rewritten to remove the abstract nouns “truth” and “righteousness.” Alternate translation: [I will be their God. I will be faithful to them and act toward them in a just manner]
8:9	h94j		rc://*/ta/man/translate/figs-idiom	Strengthen your hands	0	This is an idiom that means to be courageous for the work. Alternate translation: [Be strong and courageous]
8:10	h2cs			For before those days	0	Here “those days” refers to the time the people of Judah started to rebuild the temple.
8:10	gp8k			no crops were gathered in	0	Alternate translation: [there were no crops to harvest]
8:10	z6fg			there was no profit for either man or beast	0	It was useless for people and their animals to farm the land, because they got no food from it.
8:10	qe6a		rc://*/ta/man/translate/figs-merism	for anyone going or coming	0	This merism refers to all of life’s activities everywhere that anyone went.
8:10	uh2k			I had set every person each against his neighbor	0	Alternate translation: [I had turned everyone against each other]
8:11	cg9b			But now it will not be as in former days, I will be with the remnant of this people	0	Alternate translation: [But I will not treat the remnant of this people now as I did in former days]
8:11	pcv2		rc://*/ta/man/translate/figs-explicit	in former days	0	“in the past.” The implied information is that this refers to the time when the people started rebuilding the temple.
8:11	k5pg		rc://*/ta/man/translate/figs-explicit	the remnant of this people	0	The implied information is that this is the remnant of the people who returned from exile. Alternate translation: [the people who returned from exile]
8:12	sdy1		rc://*/ta/man/translate/figs-activepassive	seeds of peace will be sown	0	This can be expressed in active form. Alternate translation: [the people will safely sow seed]
8:12	nk96		rc://*/ta/man/translate/figs-metaphor	the earth will give its produce; the skies will give their dew	0	The earth and skies are spoken of as if they were persons giving what is needed.
8:12	gq8d			inherit all these things	0	Alternate translation: [to have all these things]
8:13	y21m		rc://*/ta/man/translate/figs-explicit	You were an example to the other nations of a curse	0	The implied information is that the way Yahweh had allowed the temple to be destroyed and his people to be exiled had been used by other nations as an example of what it meant to be cursed by Yahweh. Alternate translation: [When I punished you, the other nations learned what happens when I curse a people]
8:13	mk9i		rc://*/ta/man/translate/figs-metonymy	house of Judah and house of Israel	0	The word “house” is a metonym for the family that lives in the house. In this case it refers to the people in the kingdoms of Judah and Israel. Alternate translation: [people of Judah and Israel]
8:13	msq7		rc://*/ta/man/translate/figs-idiom	let your hands be strong	0	This is an idiom that means to be courageous for the work. Alternate translation: [be strong and courageous]
8:13	v8du		rc://*/ta/man/translate/figs-metonymy	house of Judah and house of Israel	0	The word “house” is a metonym for the family that lives in the house. In this case it refers to the people in the kingdom of Judah. Alternate translation: [people of Judah]
8:14	z32e			do harm to you	0	Alternate translation: [punish you]
8:14	ry4z			provoked my anger	0	Alternate translation: [angered me]
8:14	pw4j			did not relent	0	Alternate translation: [did not decide to punish them less]
8:15	tg1a		rc://*/ta/man/translate/figs-metonymy	Jerusalem	0	This is a metonym for the people of Jerusalem. Alternate translation: [the people of Jerusalem]
8:16	r54n			that you must do	0	“You” refers to the people of Judah.
8:16	iy65		rc://*/ta/man/translate/figs-abstractnouns	Speak truth, every person with his neighbor	0	If your language does not use an abstract noun for the idea behind the word **truth**, you can express the same idea with an adjective such as “true.” Alternate translation: [Everyone must say only true things to his neighbor]
8:16	m4ld			his neighbor	0	Here “neighbor” means any person, not just someone who lives nearby.
8:16	u5kf		rc://*/ta/man/translate/figs-abstractnouns	Judge with truth, justice, and peace in your gates	0	This can be restated to remove the abstract nouns “truth,” “justice,” and “peace.” Alternate translation: [When you are making decisions in your gates, judge in a way that is true and just and causes people to live peacefully with each other]
8:16	k4ez		rc://*/ta/man/translate/figs-explicit	in your gates	0	The assumed knowledge is that this refers to the places where judgment took place. Alternate translation: [in your places of judgment]
8:18	uuz1			came to me	0	Here “me” refers to Zechariah.
8:19	hr3x		rc://*/ta/man/translate/translate-ordinal	The fasts of the fourth month, the fifth month, the seventh month, and the tenth month	0	“The fasts of months 4, 5, 7, and 10”
8:19	x9kp		rc://*/ta/man/translate/figs-explicit	The fasts of the fourth month	0	The assumed knowledge is that the Jews mourned during a part of the fourth month of the Hebrew calendar because this is when the Babylonians broke through the walls of Jerusalem.
8:19	je6q		rc://*/ta/man/translate/figs-explicit	the fifth month	0	The assumed knowledge is that the Jewish people fasted during a part of the fifth month of the Hebrew calendar because this is when the Babylonians destroyed the temple in Jerusalem.
8:19	h4zn		rc://*/ta/man/translate/figs-explicit	the seventh month	0	The assumed knowledge is that the Jews mourned during a part of the seventh month of the Hebrew calendar because in this month the remaining Jews in Jerusalem fled to Egypt after the murder of Gedaliah, whom the king of Babylon appointed as governor over Judah.
8:19	qk5a		rc://*/ta/man/translate/figs-explicit	the tenth month	0	The assumed knowledge is that the Jews mourned during a part of the tenth month of the Hebrew calendar because this is when the Babylonians began their siege against Jerusalem. The tenth month is during the last part of December and the first part of January on Western calendars. (See also: [[rc://*/ta/man/translate/translate-hebrewmonths]])
8:19	v6ls		rc://*/ta/man/translate/figs-abstractnouns	times of joy, gladness, and happy festivals	0	The abstract nouns “joy” and “gladness” can be translated using adjectives. Alternate translation: [joyful and glad times, with happy festivals]
8:19	vyd5		rc://*/ta/man/translate/figs-metonymy	the house of Judah	0	The word “house” is a metonym for the family that lives in the house. In this case it refers to the people in the kingdom of Judah, which included the descendants of Judah and Benjamin. Alternate translation: [the people of Judah]
8:19	c9gv		rc://*/ta/man/translate/figs-abstractnouns	love truth and peace	0	The abstract nouns “truth” and “peace” can be translated using adjectives. Alternate translation: [love what is truthful and peaceful]
8:20	r5qf		rc://*/ta/man/translate/figs-explicit	People will come again	0	The implied information is that Jerusalem is where the people will come. Alternate translation: [People will come again to Jerusalem]
8:21	rvs3		rc://*/ta/man/translate/figs-metonymy	will go to another city	0	This is a metonym for the people in the other city. Alternate translation: [will go to the people of another city]
8:21	b98a			beg	0	Here the word “beg” means to plead or ask urgently.
8:21	k69q		rc://*/ta/man/translate/figs-metonymy	before the face of Yahweh	0	Here “face” is a metonym for Yahweh’s presence. See how you translated this in [Zechariah 7:2](../07/02.md). Alternate translation: [in the presence of Yahweh]
8:21	szh9		rc://*/ta/man/translate/figs-metaphor	seek Yahweh of hosts	0	Those who want to know Yahweh and please him are spoken of as if they are literally seeking to find Yahweh.
8:22	nz8j		rc://*/ta/man/translate/figs-metonymy	mighty nations	0	This is a metonym for the people in the mighty nations. Alternate translation: [people of mighty nations]
8:23	vw6j		rc://*/ta/man/translate/figs-explicit	will grasp the hem of your robe	0	The implied information is that the foreigners will grab their robe to get their attention. Alternate translation: [will grasp the hem of your robe to get your attention]
8:23	ed1e		rc://*/ta/man/translate/figs-explicit	Let us go with you	0	The implied information is that people of God are going to Jerusalem. Alternate translation: [Let us go to Jerusalem with you]
8:23	wc2l			God is with you	0	Alternate translation: [God is with you people]
9:intro	lyp2				0	# Zechariah 9 General Notes\n\n## Structure and Formatting\n\nThis chapter is written mainly in prose about the cities and peoples around where Israel stood as a country until the exile.\n\nSome translations set each line of poetry farther to the right than the rest of the text to make it easier to read. The ULT does this with the poetic song in 9:9–10.
9:1	gn78			This is a declaration of Yahweh’s word concerning	0	Alternate translation: [This is Yahweh’s message about]
9:1	fjj8		rc://*/ta/man/translate/figs-metonymy	the land of Hadrak and Damascus	0	Here “Hadrach” and “Damascus” refer to the people who live in those places. Alternate translation: [the people of the land of Hadrach and the city Damascus]
9:1	xk5a			Hadrak	0	The location of Hadrach is unknown today.
9:1	q7lh			its resting place	0	Alternate translation: [the resting place of the people of Hadrach]
9:1	fi2z			for the eyes of all humanity and all the tribes of Israel are toward Yahweh	0	Some versions translate this as “for Yahweh’s eye is on all mankind and on the tribes of Israel.”
9:1	b62m		rc://*/ta/man/translate/figs-metonymy	the eyes of all humanity and all the tribes of Israel are toward Yahweh	0	Here “eyes” refers to what they look at. Alternate translation: [all humanity and all the tribes of Israel look toward Yahweh]
9:2	dbk5		rc://*/ta/man/translate/figs-metonymy	Hamath	0	This refers to the people who live in that land. Alternate translation: [the people of the land of Hamath]
9:2	x51x		rc://*/ta/man/translate/figs-metonymy	Tyre and Sidon	0	This refers to the people who live in those cities. Alternate translation: [the people of Tyre and Sidon]
9:2	z6mi		rc://*/ta/man/translate/figs-irony	for they are very wise	0	This could mean: (1) the people are wise for looking at Yahweh for help or (2) Zechariah did not really mean that the people of Hamath were wise and was using irony. Alternate translation: [though they think they are very wise]
9:3	vi9s		rc://*/ta/man/translate/figs-personification	built herself a stronghold	0	Here the city of Tyre is pictured as a woman. Alternate translation: [built a strong fortress] or [built a high wall]
9:3	p2xv		rc://*/ta/man/translate/figs-hyperbole	heaped up silver like dust and refined gold like mud in the streets	0	Yahweh exaggerates to emphasize how rich Tyre was. Alternate translation: [accumulated silver and gold as much as soil in the streets]
9:4	ps4e			Look! The Lord will dispossess her	0	Here “Look!” tells the reader to pay attention to the important statement that follows. Alternate translation: [Pay attention! The Lord will take away Tyre’s possessions]
9:4	nf2a		rc://*/ta/man/translate/figs-metonymy	destroy her strength on the sea	0	Tyre’s “strength on the sea” refers to the ships that were used for commerce and conquest. Alternate translation: [destroy Tyre’s ships in which men fight on the sea]
9:4	rk76		rc://*/ta/man/translate/figs-activepassive	so she will be devoured by fire	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: [and enemies will burn the city to the ground]
9:5	zx4k		rc://*/ta/man/translate/figs-metonymy	Ashkelon … Gaza … Ekron, her hopes	0	These cities each refer to the people who live in them. Alternate translation: [The people of Ashkelon … the people of Gaza … the hopes of the people of Ekron]
9:5	ae33			will see	0	Alternate translation: [will see Tyre be destroyed]
9:6	fmu2			Strangers will make their homes in Ashdod	0	Alternate translation: [Foreigners will take over Ashdod and live there]
9:6	r481		rc://*/ta/man/translate/figs-idiom	I will cut off the pride of the Philistines	0	Here “cut off” is an idiom that means to stop their pride. Alternate translation: [I will make the Philistines to be proud of themselves no longer]
9:7	efh7		rc://*/ta/man/translate/figs-metonymy	I will remove their blood from their mouths and their abominations from between their teeth	0	Here “blood” is a metonym for meat with blood in it, and “abominations” is a metonym for meat offered to idols. Alternate translation: [I will no longer allow them to eat meat that still has blood in it, and I will forbid them to eat food that they offered to idols]
9:8	l2f6		rc://*/ta/man/translate/figs-metaphor	I will camp around my land	0	God is speaking about himself as if he were an army that was protecting his land. Alternate translation: [I will protect my land]
9:8	lp3e			for now	0	Alternate translation: [For at that time]
9:8	gnt8		rc://*/ta/man/translate/figs-metonymy	I see with my own eyes	0	Here “my own eyes” represent Yahweh’s personal attention. Alternate translation: [I will personally watch over my land]
9:9	iqk3				0	# General Information:\n\nYahweh appears to be the speaker in verses 9–13.
9:9	u6p1		rc://*/ta/man/translate/figs-parallelism	Shout with great joy, daughter of Zion! Shout with happiness, daughter of Jerusalem!	0	These two sentences mean the same thing and intensify the command to rejoice.
9:9	apz5			daughter of Zion … daughter of Jerusalem	0	“Zion” is the same as “Jerusalem.” The prophet speaks of the city as if it is a daughter. See how you translated “daughter of Zion” in [Zechariah 2:10](../02/10.md).
9:9	sey9			Behold!	0	This alerts the reader to pay special attention to the surprising statement that follows. Alternate translation: [Pay attention!] or [Here is a surprising fact!]
9:9	ke7v			Your king is coming to you with righteousness and is rescuing you	0	Alternate translation: [Your king is righteous and is coming to rescue you]
9:9	kjw8		rc://*/ta/man/translate/figs-doublet	on a donkey, on the colt of a donkey	0	These two phrases mean basically the same thing and refer to one animal. The second phrase clarifies that this is a young donkey. Alternate translation: [on a young donkey]
9:10	ca4d			cut off the chariot from Ephraim	0	Here “cut off” is an idiom that means to destroy. Alternate translation: [destroy the chariots in Israel that are used for battle]
9:10	f5sv		rc://*/ta/man/translate/figs-explicit	the horse from Jerusalem	0	The references to “chariot” and “bow” means that this refers to horses used in battle. This can be made explicit. Alternate translation: [the warhorses in Jerusalem]
9:10	n8py		rc://*/ta/man/translate/figs-synecdoche	the bow will be cut off from battle	0	Here the bow represents all weapons used in warfare. Alternate translation: [all weapons of war will be destroyed]
9:10	xh6q		rc://*/ta/man/translate/figs-metonymy	for he will speak peace to the nations	0	Here the action of announcing peace represents the action of making peace. Alternate translation: [for your king will bring peace to the nations]
9:10	m1ef		rc://*/ta/man/translate/figs-doublet	his dominion will be from sea to sea, and from the River to the ends of the earth!	0	The phrases “sea to sea” and “from the River to the ends of the earth” mean the same thing and can be combined. Alternate translation: [his kingdom will be over all the earth!]
9:10	rij4			the River	0	This probably refers to the Euphrates River.
9:11	w1wr				0	# General Information:\n\nYahweh appears to be the speaker in verses 9–13.
9:11	tj3z			As for you	0	Here “you” is singular, and continues to refer to the city of Jerusalem, also called “Zion.”
9:11	n83k		rc://*/ta/man/translate/figs-metaphor	the pit where there is no water	0	This dry pit represents the exile in Babylon.
9:12	g5c5		rc://*/ta/man/translate/figs-metaphor	Return to the stronghold	0	Jerusalem is spoken of as a place of safety. Alternate translation: [Come back to your nation where you will be safe]
9:12	v54r			prisoners of hope	0	This expression refers to the Israelites in exile who were still trusting in God to rescue them. Alternate translation: [prisoners who still hope in Yahweh]
9:12	xt6s			return double to you	0	Alternate translation: [return to you twice as much as was taken from you]
9:13	sjg3			Zion	0	This refers to the city of Jerusalem, also called “Zion.”
9:13	mwe7		rc://*/ta/man/translate/figs-metaphor	I have bent Judah as my bow	0	The people of Judah are referred to as if they were a bow carried by God into battle. Alternate translation: [I will cause the people of Judah to be like my bow]
9:13	ki73		rc://*/ta/man/translate/figs-metaphor	filled my quiver with Ephraim	0	Yahweh speaks of the people of Israel, the northern kingdom, as if they were arrows that he would shoot at his enemies. A quiver is a bag that holds a soldier’s arrows.
9:13	es7k		rc://*/ta/man/translate/figs-metonymy	I have roused your sons, Zion, against your sons, Greece	0	God is speaking to the people of two different nations at the same time.
9:14	h8w9				0	# General Information:\n\nIn verses 14–16, Zechariah describes how Yahweh will rescue Israel from their enemies.
